wavenumber,absorbance,drug_type
450.53976,0.9136401693252518,glucose
451.39252,0.9172146296835499,glucose
452.24528,0.9244530386074693,glucose
453.09804,0.9318141382538383,glucose
453.9508,0.9318141382538383,glucose
454.80356,0.9430951486635274,glucose
455.65632,0.9469215565165803,glucose
456.5090799999999,0.958607314841775,glucose
457.3618399999999,0.9706162223147904,glucose
458.2145999999999,0.9746941347352298,glucose
459.0673599999999,0.978810700930062,glucose
459.9201199999999,0.9913998282380825,glucose
460.7728799999999,1.00436480540245,glucose
461.6256399999999,1.00436480540245,glucose
462.4783999999999,1.0087739243075051,glucose
463.33115999999984,1.0132282657337552,glucose
464.18391999999983,1.0222763947111522,glucose
465.0366799999998,1.0222763947111522,glucose
465.8894399999998,1.031517051446065,glucose
466.7421999999998,1.0457574905606752,glucose
467.5949599999998,1.0506099933550872,glucose
468.4477199999998,1.0604807473813815,glucose
469.30047999999977,1.0655015487564323,glucose
470.15323999999976,1.0655015487564323,glucose
471.0059999999997,1.080921907623926,glucose
471.8587599999997,1.0915149811213503,glucose
472.7115199999997,1.1023729087095586,glucose
473.5642799999997,1.1079053973095196,glucose
474.4170399999997,1.1135092748275182,glucose
475.2697999999997,1.1135092748275182,glucose
476.1225599999997,1.1135092748275182,glucose
476.97531999999967,1.1249387366083,glucose
477.82807999999966,1.1307682802690238,glucose
478.6808399999997,1.136677139879544,glucose
479.5335999999997,1.1487416512809248,glucose
480.3863599999996,1.1487416512809248,glucose
481.2391199999996,1.154901959985743,glucose
482.0918799999996,1.1611509092627446,glucose
482.9446399999996,1.1739251972991736,glucose
483.7973999999996,1.1804560644581312,glucose
484.6501599999996,1.1870866433571443,glucose
485.5029199999996,1.2006594505464183,glucose
486.3556799999996,1.207608310501746,glucose
487.20843999999954,1.207608310501746,glucose
488.06119999999953,1.214670164989233,glucose
488.9139599999995,1.214670164989233,glucose
489.7667199999995,1.214670164989233,glucose
490.6194799999995,1.2291479883578558,glucose
491.4722399999995,1.2365720064370627,glucose
492.3249999999995,1.2365720064370627,glucose
493.17775999999947,1.2365720064370627,glucose
494.03051999999946,1.2365720064370627,glucose
494.8832799999994,1.2365720064370627,glucose
495.7360399999994,1.2441251443275085,glucose
496.5887999999994,1.2596373105057561,glucose
497.4415599999994,1.2596373105057561,glucose
498.2943199999994,1.2676062401770316,glucose
499.1470799999994,1.2676062401770316,glucose
499.9998399999994,1.2676062401770316,glucose
500.85259999999937,1.275724130399211,glucose
501.70535999999936,1.275724130399211,glucose
502.55811999999935,1.2924298239020637,glucose
503.41087999999934,1.2924298239020637,glucose
504.2636399999993,1.2924298239020637,glucose
505.1163999999993,1.2924298239020637,glucose
505.9691599999993,1.3010299956639813,glucose
506.8219199999993,1.3010299956639813,glucose
507.6746799999993,1.3010299956639813,glucose
508.5274399999993,1.3010299956639813,glucose
509.38019999999926,1.3098039199714864,glucose
510.23295999999925,1.3098039199714864,glucose
511.0857199999992,1.3098039199714864,glucose
511.9384799999992,1.3279021420642825,glucose
512.7912399999992,1.3279021420642825,glucose
513.6439999999992,1.3279021420642825,glucose
514.4967599999992,1.3279021420642825,glucose
515.3495199999992,1.3279021420642825,glucose
516.2022799999992,1.337242168318426,glucose
517.0550399999992,1.337242168318426,glucose
517.9077999999992,1.337242168318426,glucose
518.7605599999991,1.337242168318426,glucose
519.6133199999991,1.337242168318426,glucose
520.4660799999991,1.337242168318426,glucose
521.3188399999991,1.3467874862246563,glucose
522.1715999999991,1.3665315444204136,glucose
523.0243599999991,1.3665315444204136,glucose
523.8771199999991,1.3665315444204136,glucose
524.7298799999991,1.3767507096020994,glucose
525.5826399999991,1.3872161432802645,glucose
526.435399999999,1.3872161432802645,glucose
527.288159999999,1.3872161432802645,glucose
528.140919999999,1.3872161432802645,glucose
528.993679999999,1.3872161432802645,glucose
529.846439999999,1.408935392973501,glucose
530.699199999999,1.408935392973501,glucose
531.551959999999,1.408935392973501,glucose
532.404719999999,1.4202164033831899,glucose
533.257479999999,1.4202164033831899,glucose
534.110239999999,1.4202164033831899,glucose
