wavenumber,absorbance,drug_type
3999.0,0.023420781359890043,Morphine
3998.0,0.023420781359890043,Morphine
3997.0,0.02332911937518861,Morphine
3996.0,0.02328329563661767,Morphine
3995.0,0.02328329563661767,Morphine
3994.0,0.023191662661933767,Morphine
3993.0,0.023145853423781098,Morphine
3992.0,0.023100049017062144,Morphine
3991.0,0.023054249440757825,Morphine
3990.0,0.023008454693849448,Morphine
3989.0,0.02296266477531863,Morphine
3988.0,0.02287109941931779,Morphine
3987.0,0.022825323979812625,Morphine
3986.0,0.022779553364614732,Morphine
3985.0,0.02268802660307398,Morphine
3984.0,0.02259651912656535,Morphine
3983.0,0.02250503092696365,Morphine
3982.0,0.022413561996148867,Morphine
3981.0,0.022367834754000466,Morphine
3980.0,0.022276394711152253,Morphine
3979.0,0.02218497391681331,Morphine
3978.0,0.02209357236288166,Morphine
3977.0,0.02200219004126029,Morphine
3976.0,0.021910826943857348,Morphine
3975.0,0.021819483062586086,Morphine
3974.0,0.021728158389364812,Morphine
3973.0,0.021636852916117073,Morphine
3972.0,0.02154556663477137,Morphine
3971.0,0.02145429953726133,Morphine
3970.0,0.021363051615525673,Morphine
3969.0,0.02131743484305548,Morphine
3968.0,0.021180613267157734,Morphine
3967.0,0.021135015652343082,Morphine
3966.0,0.021135015652343082,Morphine
3965.0,0.021180613267157734,Morphine
3964.0,0.02122621566987756,Morphine
3963.0,0.02131743484305548,Morphine
3962.0,0.02131743484305548,Morphine
3961.0,0.02131743484305548,Morphine
3960.0,0.02145429953726133,Morphine
3959.0,0.02145429953726133,Morphine
3958.0,0.02149993068854084,Morphine
3957.0,0.02154556663477137,Morphine
3956.0,0.021591207376960735,Morphine
3955.0,0.021636852916117073,Morphine
3954.0,0.02168250325324884,Morphine
3953.0,0.021728158389364812,Morphine
3952.0,0.021773818325474124,Morphine
3951.0,0.021819483062586086,Morphine
3950.0,0.021865152601710482,Morphine
3949.0,0.021910826943857348,Morphine
3948.0,0.02195650609003706,Morphine
3947.0,0.02200219004126029,Morphine
3946.0,0.02204787879853805,Morphine
3945.0,0.02209357236288166,Morphine
3944.0,0.022139270735302762,Morphine
3943.0,0.022230681908425642,Morphine
3942.0,0.022276394711152253,Morphine
3941.0,0.022276394711152253,Morphine
3940.0,0.022322112326006116,Morphine
3939.0,0.022367834754000466,Morphine
3938.0,0.022413561996148867,Morphine
3937.0,0.022459294053465195,Morphine
3936.0,0.02250503092696365,Morphine
3935.0,0.02250503092696365,Morphine
3934.0,0.022550772617658758,Morphine
3933.0,0.02259651912656535,Morphine
3932.0,0.022642270454698597,Morphine
3931.0,0.02268802660307398,Morphine
3930.0,0.02268802660307398,Morphine
3929.0,0.022733787572707352,Morphine
3928.0,0.022779553364614732,Morphine
3927.0,0.022825323979812625,Morphine
3926.0,0.02287109941931779,Morphine
3925.0,0.02287109941931779,Morphine
3924.0,0.022916879684147323,Morphine
3923.0,0.02296266477531863,Morphine
3922.0,0.023008454693849448,Morphine
3921.0,0.023054249440757825,Morphine
3920.0,0.023054249440757825,Morphine
3919.0,0.023100049017062144,Morphine
3918.0,0.023145853423781098,Morphine
3917.0,0.023191662661933767,Morphine
3916.0,0.02328329563661767,Morphine
3915.0,0.02328329563661767,Morphine
3914.0,0.02328329563661767,Morphine
3913.0,0.02332911937518861,Morphine
3912.0,0.023420781359890043,Morphine
3911.0,0.023420781359890043,Morphine
3910.0,0.023466619608062126,Morphine
3909.0,0.023466619608062126,Morphine
3908.0,0.023512462694810048,Morphine
3907.0,0.023604163388120172,Morphine
3906.0,0.023604163388120172,Morphine
3905.0,0.0236500209967266,Morphine
3904.0,0.023741750742954877,Morphine
3903.0,0.023741750742954877,Morphine
3902.0,0.023741750742954877,Morphine
3901.0,0.023787622882622896,Morphine
3900.0,0.023833499868024792,Morphine
3899.0,0.02387938170018444,Morphine
3898.0,0.02387938170018444,Morphine
3897.0,0.023925268380126038,Morphine
3896.0,0.023971159908874103,Morphine
3895.0,0.024017056287453483,Morphine
3894.0,0.024062957516889354,Morphine
3893.0,0.02410886359820726,Morphine
3892.0,0.02410886359820726,Morphine
3891.0,0.02410886359820726,Morphine
3890.0,0.02415477453243292,Morphine
3889.0,0.02415477453243292,Morphine
3888.0,0.02415477453243292,Morphine
3887.0,0.02415477453243292,Morphine
3886.0,0.02415477453243292,Morphine
3885.0,0.02415477453243292,Morphine
3884.0,0.02410886359820726,Morphine
3883.0,0.02410886359820726,Morphine
3882.0,0.02410886359820726,Morphine
3881.0,0.02410886359820726,Morphine
3880.0,0.024062957516889354,Morphine
3879.0,0.024062957516889354,Morphine
3878.0,0.024062957516889354,Morphine
3877.0,0.024062957516889354,Morphine
3876.0,0.024062957516889354,Morphine
3875.0,0.024062957516889354,Morphine
3874.0,0.024017056287453483,Morphine
3873.0,0.024017056287453483,Morphine
3872.0,0.024017056287453483,Morphine
3871.0,0.024017056287453483,Morphine
3870.0,0.024017056287453483,Morphine
3869.0,0.024017056287453483,Morphine
3868.0,0.023971159908874103,Morphine
3867.0,0.023971159908874103,Morphine
3866.0,0.023971159908874103,Morphine
3865.0,0.023971159908874103,Morphine
3864.0,0.023971159908874103,Morphine
3863.0,0.023971159908874103,Morphine
3862.0,0.023925268380126038,Morphine
3861.0,0.023925268380126038,Morphine
3860.0,0.023925268380126038,Morphine
3859.0,0.023925268380126038,Morphine
3858.0,0.023925268380126038,Morphine
3857.0,0.02387938170018444,Morphine
3856.0,0.02387938170018444,Morphine
3855.0,0.02387938170018444,Morphine
3854.0,0.023833499868024792,Morphine
3853.0,0.023833499868024792,Morphine
3852.0,0.023833499868024792,Morphine
3851.0,0.023787622882622896,Morphine
3850.0,0.023787622882622896,Morphine
3849.0,0.023787622882622896,Morphine
3848.0,0.023787622882622896,Morphine
3847.0,0.023787622882622896,Morphine
3846.0,0.023787622882622896,Morphine
3845.0,0.023741750742954877,Morphine
3844.0,0.023741750742954877,Morphine
3843.0,0.023741750742954877,Morphine
3842.0,0.023741750742954877,Morphine
3841.0,0.023741750742954877,Morphine
3840.0,0.023741750742954877,Morphine
